Wall time,Step,Value
1736860258.177133,60000,0.0
1736860623.840014,190000,-0.3333333432674408
1736860820.193193,250000,-0.0256307702511549
1736861287.79314,410000,0.05484705790877342
1736861349.281051,430000,0.0
1736861419.907979,460000,-0.3636363744735718
1736861484.308189,480000,0.0
1736861662.16838,540000,0.11084999889135361
1736861741.448031,570000,-0.27272728085517883
1736862161.650291,720000,-0.05594665929675102
1736862245.8909671,750000,-0.5896210670471191
1736862391.830395,800000,0.24344615638256073
1736862620.5074182,880000,-0.03767777606844902
1736862809.7979488,950000,0.0739937499165535
1736863033.9267619,1030000,0.0830250009894371
1736863115.322763,1060000,-0.06200000271201134
1736863142.951194,1070000,-0.40759068727493286
1736863334.58984,1140000,-0.18370285630226135
1736863696.167884,1270000,0.1430390179157257
1736864065.567195,1400000,0.1538354456424713
1736864369.688066,1510000,-0.09987246245145798
1736864506.319524,1560000,0.023438889533281326
1736864595.7803369,1590000,-0.07946060597896576
1736864843.700667,1680000,0.0015162788331508636
1736864877.664791,1690000,0.1509743630886078
1736865153.388704,1790000,-0.02299300767481327
1736865300.8003452,1840000,-0.027856817469000816
1736865357.777726,1860000,-0.010085278190672398
1736865382.3601532,1870000,-0.033682286739349365
1736865494.9344609,1910000,0.04169908165931702
1736865722.999088,1990000,-0.0829526036977768
1736865951.438612,2070000,0.09530000388622284
1736865984.851443,2080000,0.12724454700946808
1736866121.6979032,2130000,-0.04253031685948372
1736866430.541214,2240000,0.05281546711921692
1736866599.045449,2300000,-0.11621110886335373
1736866747.1863549,2350000,-0.15683215856552124
1736866828.5945542,2380000,-0.19566574692726135
1736867173.260753,2500000,0.0301167331635952
1736867343.438699,2560000,-0.12493224442005157
1736867484.8950982,2610000,0.07069211453199387
1736867699.979989,2680000,-0.09539073705673218
1736867817.280886,2720000,0.003037168411538005
1736867876.487715,2740000,-0.02915305085480213
1736868440.2556841,2930000,-0.02017069049179554
1736868580.661637,2980000,-0.12591537833213806
1736868615.424716,2990000,-0.03945830091834068
1736868754.863699,3040000,0.08374976366758347
1736868907.210075,3090000,-0.09699568152427673
1736868965.100714,3110000,0.06119115278124809
1736869199.4702258,3190000,-0.047068726271390915
1736869224.9370172,3200000,-0.02933605946600437
1736869425.908333,3270000,-0.004332075361162424
1736869544.363918,3310000,-0.10341860353946686
1736869812.373568,3400000,-0.03685365617275238
1736870047.239939,3480000,-0.13240905106067657
1736870501.50293,3640000,0.057654205709695816
1736870617.9814038,3680000,-0.053629808127880096
1736870790.5376031,3740000,-0.20578083395957947
1736870904.7367601,3780000,-0.16542211174964905
1736870961.228247,3800000,-0.002146095270290971
1736872169.724365,4220000,-0.06076586991548538
1736872194.513849,4230000,0.12325502187013626
1736872252.765374,4250000,0.019344888627529144
1736872426.8271492,4310000,-0.14181265234947205
1736872682.581811,4400000,0.08423000574111938
1736872741.554763,4420000,0.02520778216421604
1736872776.3526762,4430000,-0.08180291950702667
1736872858.656496,4460000,-0.09168529510498047
1736873032.295645,4520000,-0.08708091825246811
1736873303.0993311,4610000,-0.0844539925456047
1736873385.28305,4640000,-0.07629090547561646
1736873419.0790038,4650000,0.029461849480867386
1736873700.582453,4750000,-0.049486156553030014
1736874208.397711,4920000,0.12102381139993668
1736874266.70695,4940000,-0.08370650559663773
1736874688.2739992,5080000,0.0022635282948613167
1736874830.251462,5130000,0.07502911984920502
1736874888.696748,5150000,-0.08999324589967728
1736874969.988799,5180000,-0.06575874239206314
1736875210.5903301,5260000,-0.06316094100475311
1736875389.0835478,5320000,0.0947188213467598
1736875449.025505,5340000,0.07026303559541702
1736875542.3044841,5370000,-0.06037868931889534
1736875724.052644,5430000,-0.036704834550619125
1736875865.583372,5480000,-0.03716392070055008
1736876168.214495,5580000,-0.14167769253253937
1736876347.6094668,5640000,-0.1979435831308365
1736876518.178136,5700000,0.023050781339406967
1736876633.73057,5740000,0.194833904504776
1736876807.266003,5800000,-0.11371022462844849
1736876865.9935129,5820000,-0.036005083471536636
1736876890.401035,5830000,-0.043934766203165054
1736876947.981622,5850000,0.059509359300136566
1736877007.420428,5870000,0.08375777304172516
1736877031.8059819,5880000,-0.008599171414971352
1736877178.164154,5930000,0.07761599868535995
1736877201.56254,5940000,0.03881493955850601
1736877466.941223,6030000,0.053513333201408386
1736877640.1285691,6090000,0.020454715937376022
1736877696.9597728,6110000,0.15787199139595032
1736877834.47439,6160000,-0.22761128842830658
1736877972.865427,6210000,-0.013910769484937191
1736878028.1224792,6230000,-0.015330879017710686
1736878372.845384,6350000,-0.06352550536394119
1736878586.7651808,6420000,0.15416891872882843
1736878609.8093162,6430000,0.03189147636294365
1736878669.69639,6450000,0.15879540145397186
1736878727.145791,6470000,-0.17888669669628143
1736878763.72384,6480000,0.04165733605623245
1736878821.006922,6500000,0.024847257882356644
1736879162.941524,6620000,-0.04943804815411568
1736879253.2865,6650000,0.08705603331327438
1736879370.115585,6690000,0.010066128335893154
1736879452.180254,6720000,-0.11381025612354279
1736879543.2087538,6750000,-0.009102222509682178
1736879659.230355,6790000,-0.016538776457309723
1736879684.043124,6800000,-0.04007430747151375
1736879799.242711,6840000,-0.1312609165906906
1736879949.136894,6890000,-0.055092375725507736
1736880261.490963,7000000,0.053288497030735016
1736880381.063412,7040000,0.03383474051952362
1736880462.04444,7070000,0.064932681620121
1736880694.57056,7150000,-0.06328924000263214
1736880806.8145301,7190000,-0.04634152725338936
1736880901.0626922,7220000,0.035501640290021896
1736880926.0562618,7230000,0.029226049780845642
1736880962.660032,7240000,0.03637899085879326
1736881159.434824,7310000,-0.07063589245080948
1736881332.620349,7370000,0.0997161939740181
1736881390.8247209,7390000,-0.013368316926062107
1736881415.467385,7400000,0.014921740628778934
1736881534.188013,7440000,0.12762093544006348
1736881652.313248,7480000,-0.07195693254470825
1736881770.14474,7520000,-0.20717625319957733
1736881806.12523,7530000,-0.06513804942369461
1736881923.2052832,7570000,-0.1218453049659729
1736882184.644028,7660000,-0.006970085669308901
1736882300.250209,7700000,0.007163829170167446
1736882323.753549,7710000,0.013564486056566238
1736882357.589376,7720000,-0.03681939095258713
