Wall time,Step,Value
1736449819.4482048,60000,3.2919538021087646
1736449993.0673435,190000,3.2506775856018066
1736450074.6146889,250000,3.2644193172454834
1736450298.9314108,410000,3.237025499343872
1736450323.1410456,430000,3.237362861633301
1736450361.7612436,460000,3.2115442752838135
1736450472.3469114,540000,3.209325075149536
1736450510.5073428,570000,3.195708751678467
1736450716.9615235,720000,3.1906630992889404
1736450759.6492176,750000,3.1891844272613525
1736451030.1394122,950000,3.123715877532959
1736451143.715625,1030000,3.1572580337524414
1736451200.1253457,1070000,3.1580865383148193
1736451471.3552182,1270000,3.1820318698883057
1736451644.6043246,1400000,3.142159938812256
1736451861.677303,1560000,3.1846683025360107
1736451904.178651,1590000,3.1884374618530273
1736452026.3975837,1680000,3.1745471954345703
1736452172.6013453,1790000,3.1693549156188965
1736452241.017498,1840000,3.1691272258758545
1736452267.256142,1860000,3.1538307666778564
1736452282.5520928,1870000,3.1557838916778564
1736452338.4299521,1910000,3.1229405403137207
1736452572.9827385,2080000,3.0426316261291504
1736452784.4303155,2240000,3.0367302894592285
1736452867.2200527,2300000,3.023707628250122
1736452933.2786522,2350000,2.9679160118103027
1736453146.4885204,2500000,2.8963263034820557
1736453231.210589,2560000,2.898623466491699
1736453299.157402,2610000,2.866887331008911
1736453398.116367,2680000,2.8692328929901123
1736453454.6307855,2720000,2.8109872341156006
1736453482.2809603,2740000,2.742400884628296
1736453751.429247,2930000,2.7165896892547607
1736453982.7518914,3090000,2.6734235286712646
1736454012.0502803,3110000,2.5964818000793457
1736454128.5553877,3190000,2.668891429901123
1736454302.6942728,3310000,2.5866811275482178
1736454432.7731571,3400000,2.527315378189087
1736454551.300368,3480000,2.492093086242676
1736454790.2220764,3640000,2.4287726879119873
1736454848.6861715,3680000,2.4360053539276123
1736455645.1212294,4220000,2.289947986602783
1736455662.565727,4230000,2.2638731002807617
1736455912.395661,4400000,2.18625807762146
1736455954.6289485,4430000,2.1841983795166016
1736456002.4031959,4460000,2.2347800731658936
1736456223.9305592,4610000,2.1560752391815186
